open,high,low,close,volume
307.34,307.59,291.36,304.15,6332061
304,304.27,277.18,279.22,10483456
264.58,268.68,252.1,257.79,15762642
256.49,270.9599,248.21,266.14,11508578
256.26,260.3318,244.5901,252.52,12608082
269.82,273.35,254.49,267.53,14345220
253.12,288.37,252,286.97,15846298
288.51,306.26,288.2,305.71,14901287
301,309.28,295.5,299.58,10551547
300.84,309.5,289.21,289.7105,8014709
298.79,307.1,293.68,304.7,8414253
300.7403,308.98,299.66,301.02,5393338
302.32,303.95,293.68,294.06,5615534
303.6,303.9499,295.98,300.3,5409837
299,299.66,289.01,291.26,4965629
288.87,292.17,282.51,287.69,5369769
291.08,300.24,288.16,293.35,5167869
291.08,301.01,288.55,300.09,4610764
294.9,299.98,289.75,290.24,4202631
291.29,291.62,282.33,283.34,3850712
285,287.09,278.46,283.69,4369135
283.5,285.16,277.25,280.79,2985097
278.75,285.79,276.5,285.49,3344842
285.37,294.47,283.83,294.1499,3274534
293.61,298.73,292.5,293.9,3189144
293.51,300.82,293.22,299.32,3115134
298.52,306.85,297.7844,301.22,5594548
278.79,288.04,275.23,284.44,12470042
283,296.86,279.52,293.98,6445350
297.5,305.9588,295.17,302.75,6529636
300.7953,307.75,299,302,4629558
300.41,307.01,300.05,306.9042,4343251
307.4997,312.99,304.1119,304.95,4336497
307.7,308.88,299.08,301.03,3445070
303.32,304.94,291.62,291.89,5465499
285.01,286.96,280.5,284.25,7097869
